Homework_1,Homework_2,Homework_3,Homework_4,Homework_5,Homework_6,Homework_7,Homework_8,Homework_9,Homework_10,Homework_11,Homework_12,Homework_13,Homework_14,Quiz_2,Quiz_3,Quiz_4,Quiz_5,Quiz_6,Quiz_7,Quiz_8,Quiz_9,Quiz_10,Quiz_11,Exam_1,Exam_2,Exam_3,Final_Exam
10,14.86,15,14,15,14,0.5,13.8,13.83,11.67,11.8,,12.42,,5,10,9,10,10,9,7,6,6,0,45,37,36,42
15,15,15,15,14.88,15,15,15,15,15,0,,,,6,5,10,9,10,4,4,9,10,10,41,35,36,42
15,14,14,13.5,13.43,14.71,15,15,14.46,14.38,15,15,15,15,0,3,4,5,8,6,8,6,5,9,30,16,34,42
15,15,15,15,15,14.38,2.5,1,10,15,7.67,15,15,15,10,10,9,10,9,9,10,5,5,9,51,42,32,42
15,15,15,15,15,15,15,15,14.33,15,15,15,15,,4,10,10,10,9,8,9,0,9,9,42,29,28,42
14.89,12.83,12.73,11.71,13.29,11.5,9.4,11.05,8.94,5.75,13.93,1,14.67,13,4,6,7,9,6,6,8,8,6,7,50,26,27,42
15,14.88,14.25,14.06,15,14.83,1.6,13.17,13.2,13.83,,8.67,14.75,,8,4,10,10,8,7,9,9,6,9,48,47,26,42
14.89,14.67,14.57,13.94,14.8,5,14.2,13.8,14.71,10.5,15,14.75,15,5,0,10,7,8,7,9,10,8,3,10,41,41,26,42
14.89,15,15,14.5,4,14.5,12.5,13.05,0,12,13.67,,13.5,,9,10,8,10,10,9,7,7,5,10,34,20,25,42
13.78,12.54,14.75,11.72,10.88,14.21,12.3,10.25,13.94,13.88,11.1,11.58,14,1,10,10,10,10,10,9,10,10,8,10,40,43,22,42
14.78,15,15,14.61,14.29,15,14.8,15,14.62,14.83,14.67,14.75,14.75,15,7,7,6,9,10,6,10,10,6,9,50,46,20,42
14.67,15,15,14.83,13.63,14,5.5,3.03,10.76,12,11.33,15,14,1,3,7,5,5,8,7,3,6,3,9,32,20,17,42
13.89,14.21,13.55,14.02,14.88,15,14,10,14.2,13.75,14.67,14.5,13.5,2,9,5,10,10,6,8,10,7,9,10,31,21,12,42
15,15,15,15,15,12.77,15,14.75,15,15,14,15,15,15,9,10,6,10,3,10,10,9,4,8,44,36,40,41
15,15,15,15,14.88,15,15,15,15,14.5,15,15,15,15,10,10,10,8,7,10,10,7,9,7,43,48,37,41
15,15,15,14.78,15,15,15,15,0,14.75,2.33,15,15,0,10,8,8,10,6,8,10,8,10,10,34,12,34,41
15,14.86,14,12.52,14.63,,12.5,11.1,13.01,11.42,13.05,14,12.75,5,8,10,10,10,8,6,5,5,9,10,43,38,33,41
14.5,15,15,15,15,15,15,15,15,15,15,15,15,,10,10,8,10,10,9,10,6,9,9,35,45,32,41
15,15,15,15,15,15,13.3,14.75,15,15,15,12,15,2,10,10,10,10,10,10,10,9,,10,29,28,32,41
15,14.88,15,14.44,15,15,15,13.55,14.71,14.17,15,14.33,,15,4,7,8,10,10,10,7,8,10,10,32,39,31,41
15,15,15,15,15,15,15,15,15,14.67,15,15,15,15,10,,6,10,10,7,10,10,10,9,29,32,31,41
13.39,11.19,13.75,12.52,9.6,8.46,13.8,13.67,11.89,12.5,13,13.5,14.5,14.67,4,10,10,8,10,8,9,4,10,8,25,41,29,41
13.89,14.88,15,14.86,14.88,15,15,15,14.83,15,,,15,,10,4,10,4,6,6,10,9,4,,54,49,27,41
14.89,15,15,14.72,14.88,15,12.8,11.8,14.67,15,14.67,13.17,13.75,13,10,9,8,10,8,6,8,8,9,8,49,27,27,41
15,15,15,14.89,14.46,14.83,14.5,14.83,14.6,14.88,14.67,14.67,15,15,0,8,6,10,6,4,9,10,7,10,35,26,26,41
15,15,15,15,15,15,15,15,15,15,15,15,15,15,9,10,10,10,9,10,8,8,9,10,42,44,24,41
14.28,14.52,13.92,14,14.71,14.83,14.55,15,13.99,14.42,15,15,15,,6,7,5,8,9,10,10,10,7,9,40,26,21,41
15,15,15,15,15,15,15,15,10.14,14.5,9.2,10,14,13,1,6,9,9,5,1,4,5,0,8,29,16,21,41
15,15,15,13.33,11.88,14,14.3,12.5,13,14.25,13.48,14.33,14.5,15,7,8,7,6,9,3,10,3,6,5,41,13,19,41
15,14.86,15,13.89,14.88,15,15,15,15,15,15,15,15,15,9,7,6,4,4,7,5,8,10,10,19,27,18,41
15,15,15,9.61,0,3.71,6.6,7.53,,,,,0,,7,7,5,8,9,8,0,0,0,0,31,6,18,41
12.72,11,13.17,12.55,13,13.21,12.45,8,12.6,12.17,12.19,12.17,12.25,12,7,4,5,10,6,8,7,9,9,6,26,19,15,41
15,15,15,15,14,15,15,15,15,15,15,15,15,,8,7,5,9,8,7,7,5,9,9,43,22,13,41
15,14.73,15,14.69,15,15,15,14.5,15,15,,15,15,,7,10,10,10,10,6,10,9,6,,37,24,11,41
15,15,15,14.78,13.13,15,12.5,10.58,14.67,12.08,9.67,11.5,13.75,12.67,8,4,7,8,5,9,10,10,9,9,37,41,9,41
14.89,13.38,14,14,14.67,15,14.8,15,14.88,15,14.71,15,,,10,10,10,10,9,8,10,10,10,10,52,40,53,40
15,15,15,15,15,15,15,14.55,15,15,15,15,15,5,6,10,10,10,9,10,10,10,10,10,48,26,41,40
14.78,15,15,15,15,15,15,15,15,15,15,14.5,15,15,10,9,10,10,10,9,9,9,6,6,39,29,37,40
15,15,15,15,15,15,,15,15,15,15,15,,,5,5,4,10,10,5,10,9,9,10,50,42,35,40
14.39,14.88,14.17,14.22,15,12.08,7.8,9.22,2,0,3,,,,1,3,7,10,10,9,8,8,5,10,42,45,34,40
14.89,14.73,15,,15,15,15,0,15,15,15,15,15,15,10,4,8,10,10,10,9,9,10,10,43,30,34,40
15,13.86,15,15,15,15,1,12.35,15,15,15,13.5,15,15,3,8,10,11,9.5,9,8,,10,9,37,21,34,40
15,15,15,15,15,15,15,15,15,14.83,15,15,14,6,8,7,10,9,8,5,5,5,7,6,41,18,32,40
15,15,15,15,15,15,,15,15,15,15,15,,,2,10,10,10,10,10,10,10,9,10,24,18,32,40
15,15,15,15,15,15,15,15,15,5.75,2,,,,9,10,10,10,7,10,10,10,10,10,49,37,30,40
14.89,14.54,14.57,14.11,13.88,14.38,12.6,,12.07,,3,13.5,14.5,14,10,1,9,10,10,10,10,9,10,,45,30,29,40
15,15,15,15,14.5,15,15,14,14.83,14.21,4,14.5,15,12,8,10,10,4,8,2,9,7,8,9,43,23,28,40
14,15,14.4,13.52,13.63,13.38,11.35,12.73,13.3,13.71,13.67,13.33,13.75,,9,7,3,9,8,3,7,9,8,10,42,22,28,40
15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,5,8,7,8,10,10,7,8,10,26,26,27,40
15,15,,14.78,14.88,15,15,15,15,15,15,14.83,15,15,8,10,9,8,10,9,9,6,6,9,36,27,26,40
15,15,15,15,15,15,15,7.25,7.06,,0,11.25,15,13,6,8,9,10,10,10,10,8,,,46,45,24,40
15,15,15,13.83,7.63,14.75,14,13.77,15,14.75,15,14.5,15,15,10,6,7,10,8,8,10,7,6,10,41,17,24,40
15,15,15,14.89,15,14.75,14.8,14.8,14.75,15,15,6.25,,,6,5,10,10,10,10,10,8,8,10,43,37,22,40
13.67,13.88,14.67,14.6,14,14.46,13.6,13.8,13.91,14,14.52,13.58,14.75,15,5,0,10,8,10,9,10,10,9,10,37,30,20,40
15,15,15,15,15,15,15,15,15,15,15,15,15,15,6,7,7,7,9,10,10,9,10,10,46,32,18,40
14.33,15,10.57,11,6.38,12.75,2,4.67,11.11,7.42,6,9.92,3.25,,10,8,10,10,10,5,10,9,6,5,40,25,17,40
15,12.71,13.9,14.05,13.75,15,15,12,15,14.88,15,14.83,15,15,1,2,0,9,7,10,9,5,5,9,25,17,16,40
15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,6,5,10,6,9,9,8,9,8,33,38,14,40
15,15,15,14.78,14.88,15,14.3,12,14.58,15,14.33,3,15,14,10,8,10,10,10,10,10,8,10,8,32,41,39,39
13.56,14,12.67,13.33,11.63,14.21,14,11.9,12.33,13.96,13.83,13.67,,,4,9,9,10,3,8,8,7,2,8,49,21,36,39
15,14.88,15,15,14.88,15,14.5,14.75,14.17,14.21,14.2,14.25,15,0,7,8,10,10,9,10,9,8,10,7,43,46,32,39
13.5,15,15,14.17,15,14,15,12.5,2,15,4.33,12,15,15,9,5,8,10,10,9,9,10,8,10,52,41,30,39
14.5,15,15,15,13,15,14,14,13.98,15,14.4,11.33,4,15,10,0,6,8,10,7,10,7,10,9,26,27,30,39
14.06,11.83,11.9,14.39,13.13,12.58,8.35,7.3,11.09,,7.12,5.33,5.33,,7,7,10,6,9,10,5,4,9,7,33,38,28,39
15,15,15,15,14.88,15,5.3,9.67,10,11.67,11.05,5,11,4.67,10,5,8,10,7,0,7,0,6,9,40,34,28,39
14,14.5,15,14.5,14.25,15,14.5,14.75,14.25,12.67,14.33,15,15,13,8,3,4,7,5,8,10,10,4,9,34,32,28,39
15,15,15,,4.13,8,15,3,15,13,4,15,15,14,3,4,10,6,6,5,3,4,6,6,29,6,25,39
12.5,8,12,11.78,,1,,,0.67,,,,,,6,10,10,8,10,3,7,8,8,10,40,42,24,39
14.89,14.88,15,14.83,15,14.71,10.5,8.7,12.96,13.83,14.19,12.25,14.5,15,8,4,5,8,9,5,10,4,7,10,46,20,24,39
15,15,15,15,15,15,15,13,14.83,15,15,15,15,15,9,9,8,6,7,8,7,3,10,10,26,33,23,39
,15,15,15,14.63,14.5,14.5,14.38,13.92,14.88,,14.5,15,14,9,7,5,10,10,5,8,7,5,9,43,33,16,39
,,,,,,,,,,,,,,7,6,4,9,6,6,3,2,8,9,29,46,13,39
14.28,15,15,15,15,15,14.6,15,15,15,15,14,,14,10,9,8,10,6,9,10,6,8,10,42,33,12,39
15,14.26,14.67,13.67,,,13.5,,0,,3.1,,,,6,8,9,8,10,5,8,8,1,10,28,27,12,39
14.67,15,15,14.11,14.88,15,14.4,14,15,14.75,15,15,14.75,15,10,5,10,10,10,10,9,10,10,10,35,45,44,38
15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,10,7,10,9,10,10,9,2,10,44,31,40,38
15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,8,8,10,10,10,10,10,10,10,44,39,37,38
15,14.86,14.75,12.67,12.75,13.34,14,13.75,13.67,8.42,13.8,12.75,13.08,0,10,8,8,10,7,8,7,9,7,10,46,29,37,38
15,15,15,8.44,14.63,15,15,15,12,14.25,13.05,6.67,12.33,13,3,7,10,5,10,8,7,6,10,10,40,35,34,38
13.39,12.38,12.5,13.22,14.63,15,11.4,,13.13,15,14.33,15,7,14,8,6,7,7,5,6,5,4,10,7,29,20,30,38
15,15,15,15,15,15,15,15,14.55,14.83,14,14.5,4,,3,10,9,10,10,7,7,5,10,10,44,36,27,38
14.67,15,14.9,14.89,14.63,15,14.5,14,15,15,15,14.5,15,15,7,10,10,10,10,8,9,5,8,10,51,38,26,38
11.61,15,15,13.52,12.38,5,11.3,6.67,8.08,8.67,,,,6,8,9,5,8,10,10,10,8,9,8,44,42,22,38
13.89,10.71,13.07,13.08,11.13,13.13,13.4,11,11.05,14.54,15,14.33,15,15,6,4,10,10,8,6,10,6,10,10,43,12,22,38
15,15,15,14.17,10,14.75,14.5,14.17,14.61,14.13,13.98,14.67,15,15,4,3,7,7,5,5,8,10,4,10,24,23,20,38
14.28,13.21,14,13.41,12.47,13.83,13.8,13.5,14.68,12,14,15,14.75,15,9,5,9,9,5,6,2,7,5,7,24,17,20,38
15,14.02,14.67,14.72,8.67,14,4,11.75,6.03,7,6,9,1,,7,5,7,4,10,10,9,9,6,10,47,17,16,38
15,14.88,15,15,11.63,15,14.8,12.87,14.58,14.25,12.9,2,8,14,8,7,1,6,10,4,10,6,8,10,28,17,13,38
14.89,15,14.4,14.56,14.88,15,14.3,12.2,13.62,14.08,13.51,13.5,15,3,10,9,6,9,8,5,7,6,7,10,31,28,10,38
13.83,15,15,14.83,14.75,15,14.3,15,15,15,6.4,,,,7,9,10,10,10,8,10,7,9,7,54,42,43,37
14.89,14.88,14.9,15,14.63,15,15,15,14.83,15,15,6.25,15,0,8,10,10,10,10,6,10,10,6,10,50,32,38,37
15,15,15,15,13.88,15,15,14,14.75,15,3,10.58,15,14.67,8,10,9,10,8,8,8,10,2,10,35,24,34,37
15,15,15,13.56,15,15,15,15,15,15,15,15,15,15,10,5,10,8,10,10,5,4,10,10,38,22,32,37
15,15,15,15,14.63,15,14.5,15,15,15,15,12.5,15,15,10,7,10,10,10,10,10,10,10,10,54,32,30,37
15,15,15,15,15,15,15,13.75,15,15,15,15,15,15,5,5,10,10,5,10,10,10,10,9,21,16,30,37
15,15,15,14.44,13.21,14.5,15,14.3,14.5,14.08,11.27,10.5,14.25,11.67,10,7,8,10,6,10,10,8,10,10,41,32,29,37
15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,8,10,10,9,10,10,9,10,10,28,30,29,37
15,15,15,14.72,15,14,15,15,15,14,15,15,14.75,3.67,10,5,10,10,4,8,9,8,9,10,22,26,29,37
14.78,12.86,13.47,11.91,12.5,14.25,13.7,10.52,11.99,9.08,10.38,3,14.42,10.33,8,9,6,7,7,9,8,6,7,9,32,27,28,37
15,15,15,13.72,14.54,13.5,14.8,13.7,,15,11.14,15,,15,3,4,7,9,10,7,10,10,6,9,25,24,28,37
14.89,14.86,15,14.19,14.5,13.63,14.8,14.67,15,13.71,14.67,,14.75,14.67,8,10,10,10,10,4,10,10,10,5,35,22,28,37
14.17,15,14.9,14.72,14.88,15,14.5,14.67,14.5,14.67,14.47,14.5,14.75,15,4,3,8,1,8,9,10,6,6,8,27,22,28,37
15,14.73,14.67,14.35,14,14,8.4,9.38,15,13.29,12.67,10.75,8.92,,10,9,6,9,8,5,8,,8,,43,28,27,37
15,15,15,14.56,13.38,14.71,15,13.83,13.8,13,13.71,14.17,15,15,8,1,6,7,6,9,8,8,5,10,41,39,26,37
15,15,15,15,15,15,15,15,15,15,15,,15,3,10,10,10,10,9,10,10,9,10,10,42,39,25,37
15,13.86,15,14.41,14.63,13.92,14.3,13.63,14.15,14.33,12.71,13.83,15,0,8,8,8,8,9,8,8,10,8,9,34,21,24,37
12.67,15,15,15,13.75,15,14.5,15,15,14.5,15,14,15,,8,10,9,6,10,10,4,6,9,10,35,20,22,37
15,15,15,15,14.63,14.88,15,15,14.83,14.88,15,15,15,15,10,8,8,10,6,5,6,7,9,10,32,23,19,37
15,14.86,13.4,14.56,12.38,14.38,14.1,13.25,14.8,14.13,13.86,13.5,14.25,,5,10,6,10,10,,10,10,9,7,36,30,18,37
15,15,15,15,15,15,15,15,15,15,15,15,15,15,9,10,10,10,10,10,7,8,10,10,35,27,18,37
15,13.42,13,13.44,13.38,14.34,7.3,12.55,12.33,12,8,,8,10.67,10,,10,9,9,5,10,8,7,5,41,22,18,37
15,15,15,15,15,15,15,15,15,15,15,10,15,15,7,8,10,10,10,7,10,10,6,9,17,31,15,37
14.89,14.86,15,15,15,15,15,15,15,15,15,15,15,15,3,5,4,10,5,6,8,7,8,10,21,26,13,37
14.78,14.52,14.42,14.39,13.54,14.67,14.05,13.58,14.32,14.63,14.67,15,15,15,10,8,7,7,9,7,6,4,9,8,25,32,11,37
13.5,13.73,12.67,14.44,14.75,13.8,13.85,13.15,13.73,14.42,11,14,12.75,,9,7,4,10,10,5,9,9,8,10,44,25,45,36
15,15,15,15,14.75,15,15,13.17,15,14.75,7.53,12.92,15,13,6,6,8,7,5,4,6,6,6,4,33,32,39,36
15,14.52,14.65,13.67,13.63,15,14.5,10.2,15,15,14.67,2,,,9,5,5,10,8,5,6,7,10,9,43,37,36,36
15,14.86,15,15,14.63,14.88,14.3,13.95,14.83,14.75,15,4,14.75,15,10,6,10,10,10,10,10,8,10,9,41,34,35,36
14.28,15,14,14.56,13.63,13.67,13,12.5,14.36,13.29,13.52,14.5,15,12,10,6,7,10,8,7,10,7,5,10,40,28,35,36
15,15,12,11.67,1,13.04,12.3,3,0,7,4,10,13.5,8.67,10,10,10,7,3,5,6,,10,3,48,27,35,36
15,15,14.5,15,15,15,14.5,14.5,15,14.5,14,13.83,14.33,15,10,10,7,9,10,10,10,10,5,10,27,25,34,36
15,15,15,15,15,15,15,15,15,14.83,14.43,8,14.75,,10,10,10,10,10,9,10,10,10,10,44,43,32,36
7.89,12.86,13.5,14.39,14.25,14.88,14.4,13.05,14.6,,14,12,14.67,15,5,8,6,8,10,10,6,10,2,10,19,28,32,36
14.89,14.5,15,14.17,15,14.38,12.1,12.75,11.76,12.63,13.71,11.33,13,,10,10,8,10,10,8,10,10,6,0,42,40,31,36
14.39,3,15,13.67,,14.33,15,14.33,14.58,14,9.13,15,14.42,,10,5,10,7,10,8,9,6,9,5,36,33,30,36
15,15,15,15,15,15,15,15,15,15,15,15,15,,10,9,10,8,6,8,9,9,8,8,25,29,29,36
15,15,15,15,15,15,12,3,11.9,15,15,15,15,11,3,10,2,7,10,10,8,6,6,8,54,36,28,36
11.39,11.61,15,15,15,15,14.8,10.62,14.8,11,12.05,15,15,15,8,7,9,10,6,5,7,7,10,8,48,36,28,36
15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,7,10,8,10,7,6,8,10,10,36,29,28,36
14.89,15,14.9,14.28,14.13,15,15,14.3,14.08,5.88,2,14.17,13,15,10,8,7,10,6,9,8,6,6,10,41,38,27,36
15,13,14.65,14.67,13.88,0.38,13.8,,5,0,6.53,,14.5,13.67,5,8,8,8,7,6,9,6,2,10,39,37,27,36
15,15,15,14.89,14.75,15,15,15,15,15,14.67,15,15,15,6,6,7,5,8,6,7,5,10,7,36,27,26,36
15,15,13.4,10.32,14.38,10.58,3.6,12.52,14.5,,6.93,14.33,13.17,,10,10,10,6,9,4,10,7,8,5,36,18,26,36
15,15,15,15,10.38,15,14.8,11.25,15,15,15,12.5,15,,8,2,7,3,6,7,10,10,10,6,15,18,26,36
15,15,15,15,14.75,15,5.5,15,15,15,14.67,,,,10,10,10,10,10,10,10,10,6,,44,29,25,36
15,15,15,15,15,15,15,14,14.5,13,11.86,12.83,13.5,,9,10,10,4,0,0,8,,,4,44,,25,36
14.89,13.67,15,14.44,14.34,14.8,13.3,14.67,13.12,13.25,15,14,14.75,15,10,8,8,7,10,6,10,7,10,10,52,47,23,36
15,15,15,15,15,15,15,15,15,15,15,15,15,,9,10,10,10,9,9,10,9,10,10,41,39,22,36
14.39,13.86,12.9,9.6,12.75,13.17,15,13.42,12.69,14.75,12,10,12,9,10,9,7,3,8,3,6,10,0,7,25,24,22,36
15,15,15,15,15,15,15,15,12.92,15,15,15,15,,10,8,5,7,6,6,,8,3,10,42,22,22,36
14.5,13.67,15,15,13.42,13.38,11.5,13.5,12.67,13,10,,14,,1,1,3,3,10,4,6,7,6,10,43,47,21,36
15,15,15,14.44,12.25,15,14.3,15,15,15,8,13,15,15,10,6,8,7,7,7,9,7,10,10,32,20,21,36
15,15,12.4,15,14.88,14.75,13.5,13.75,13,9.75,9.13,4,14,12,7,10,0,1,7,2,9,5,2,8,34,21,19,36
15,15,15,15,9,9.46,12.3,10.7,14.83,,12.51,12.25,14.5,15,0,3,3,6,5,2,6,4,4,5,21,36,17,36
11.28,14.75,13.33,13.39,11.08,13.21,0,3,,7.75,12.38,,,,8,5,3,10,10,9,10,6,10,6,38,32,16,36
15,15,15,15,15,15,15,15,15,15,15,15,15,,2,10,9,8,10,10,10,9,7,10,37,11,16,36
8.17,9.86,13,12.06,11.88,,,,,,,,,,9,9,7,10,5,6,9,9,5,0,34,17,13,36
15,15,15,14.33,15,15,14.8,15,15,14.42,14.8,14.25,15,2,10,9,10,10,10,10,10,9,6,,37,37,12,36
15,15,1,15,,15,15,15,15,,15,6.25,15,15,0,8,7,6,9,10,9,10,3,10,41,24,11,36
15,15,15,15,14.88,15,14.5,15,15,6,,,,,10,7,10,10,10,5,10,8,6,5,37,25,10,36
15,15,15,14.89,14.25,15,1.7,13.92,12,12.75,,13.58,13.25,13,5,4,8,10,6,4,10,4,5,6,40,30,38,35
13.22,15,15,14.78,13,15,13.35,15,12.83,14.5,14.67,14.5,15,3.33,1,7,6,4,0,9,10,10,6,10,38,21,38,35
15,14.88,15,14.78,14.88,15,13.6,11.75,10.21,6,13.86,13.67,15,14,5,6,7,7,10,7,4,5,6,10,43,20,37,35
15,15,14.25,14.72,15,15,15,14.42,15,10.71,5,,,,8,6,10,10,6,10,10,9,6,8,48,51,36,35
,15,15,15,15,15,15,15,15,15,15,11,,,4,4,6,9,8,5,10,8,6,7,39,46,35,35
15,15,8.07,13.72,13.54,9.79,4.5,12.95,14.27,14.08,13.86,13.75,13.42,,10,8,7,10,9.5,9,10,7,9,10,44,38,34,35
,13,12.5,14.06,13.75,15,12.5,2.33,5.54,7,7,,8.5,,9,7,7,7,6,7,8,5,6,10,46,36,31,35
15,14.63,14.65,14.75,14.63,15,14.3,13.83,13.95,14.54,14.33,14.67,13.75,2,7,10,10,8,10,8,5,9,1,10,42,12,31,35
15,15,15,15,15,15,15,3,15,15,15,15,15,14,9,9,10,10,9,10,10,10,10,10,35,37,30,35
15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,6,9,8,10,7,9,0,9,10,34,26,29,35
15,15,,15,13.63,15,13.4,0,10.17,1,13,14,15,15,8,5,10,10,5,5,10,10,4,6,35,23,29,35
14.89,15,15,14.83,14.88,14.71,15,15,14.83,15,15,15,15,0,10,7,10,9,10,8,10,8,9,10,19,25,28,35
,,,,,,,,,,,,,,8,4,8,10,6,5,7,3,5,9,27,17,28,35
14.28,15,14.9,14.72,8.5,12.54,,6.33,,,0,,12,15,9,3,10,10,5,4,4,9,0,10,20,20,27,35
14.89,14.86,14.4,14.44,12.22,14.63,15,14.55,15,15,14.33,14.5,15,15,10,9,8,10,4,9,9,10,9,10,54,47,26,35
15,15,15,15,15,15,15,15,15,15,15,15,15,0,7,6,5,8,5,4,9,6,7,7,28,27,25,35
15,15,15,14.89,15,15,14.8,13.15,14.58,12.33,15,15,15,14,4,8,7,9,10,4,10,10,4,10,41,12,25,35
,,10.57,9.83,4,15,10.2,15,12.5,,1,,9.33,4,5,4,5,8,7,5,10,8,3,7,27,40,24,35
15,14.11,15,9.67,14.38,11.76,9.5,14,9.85,6,14.33,5,15,2,5,8,9,9,8,7,9,8,1,9,35,29,23,35
15,,15,13,10.38,9.38,0,,7.5,,0,,8,0,8,0,8,10,0,0,0,0,0,10,38,16,22,35
14.78,13.86,14,14.5,12.38,13.5,13.5,12.52,14.18,13.13,12.71,12.83,14,7,2,4,7,6,10,7,5,3,7,7,37,19,19,35
15,15,15,15,15,15,14.5,14,14.71,15,5,14,14,12,10,8,10,10,10,7,8,9,10,9,55,39,18,35
15,,15,15,15,15,15,,8,,,11,15,,10,6,10,10,6,8,2,7,10,10,40,28,14,35
15,14.67,14.67,12.61,14.5,14.54,14.55,13.43,12.54,14.5,14,13.33,14.75,15,10,10,7,9,10,8,10,3,5,10,39,25,13,35
15,15,15,15,14.88,15,15,15,15,15,15,15,15,12,7,3,5,4,3,8,3,2,5,6,21,13,11,35
13.78,13.86,14.33,13.89,12.42,14.71,15,15,15,15,10,15,15,15,8,4,4,10,6,5,9,8,10,7,21,21,5,35
15,15,15,14,8.83,14.63,0.4,14,4,15,15,15,1,15,8,8,7,6,10,6,6,7,5,7,18,20,44,34
15,15,15,14.17,15,13.83,14.8,14.25,14.93,14,13.86,14.33,14.5,,10,10,9,7,10,10,9,7,6,10,49,46,38,34
15,15,15,15,14.63,15,15,14.75,14.67,15,6,,,,5,10,9,10,7,10,10,8,6,10,48,42,32,34
12.78,14.86,14,14.72,13.63,14.5,14.3,13.5,12.05,13.58,13,13.75,14.75,14,9,10,10,10,10,8,10,10,8,10,42,35,31,34
15,14.18,13.5,14.86,13.75,15,14.6,4.67,0,,,12.5,15,15,10,10,7,8,10,10,8,10,10,9,44,21,31,34
3,12.9,13.4,13.94,,,12.5,6.5,6,10,2.83,2,,0,5,6,10,10,4,6,4,4,6,7,39,16,30,34
15,15,15,15,14.75,15,15,13.88,15,14.5,15,15,15,15,5,9,6,10,10,10,10,8,10,10,46,30,28,34
14.78,15,14.9,14.5,14.38,15,4.5,14.83,13.08,13.63,12.33,15,15,8,5,8,5,7,7,5,7,7,9,9,17,25,24,34
15,15,15,15,15,15,15,15,15,14.42,15,15,15,15,9,6,5,8,9,7,10,7,9,8,30,17,22,34
15,15,15,15,14.75,15,14.5,15,14.33,14.5,14.8,14.5,14.75,6,10,9,10,8,2,9,10,10,10,10,38,37,21,34
15,15,15,15,15,14,10,14,15,13.67,11,14.5,14,15,10,7,6,8,6,3,8,7,8,9,43,19,21,34
14.89,13.73,14,10,,14.75,13.7,14.02,14.83,10,13.33,13.25,13,15,5,1,5,10,10,2,10,6,2,6,33,23,20,34
,3,14.67,12.83,8.63,14.88,10.2,14.5,14.64,15,14.67,15,15,15,0,0,0,5,2,5,8,4,3,10,21,19,14,34
13.67,14.86,12.9,15,14.5,15,15,13.75,14.27,15,15,15,15,15,8,5,3,10,7,5,10,7,8,9,14,14,13,34
15,15,15,14.89,14.13,15,15,15,15,15,15,13.75,15,,10,9,9,9,8,7,9,9,7,10,38,23,35,33
14.28,14.86,15,14.78,13.88,14.88,14.3,13.47,12.04,12.92,12.2,12.83,13,3,10,3,10,8,10,9,,,9,9,48,41,33,33
14.78,14.88,15,14.89,14.88,15,14.8,10,14.43,12.67,13.5,13,2,,9,7,10,10,10,10,9,7,5,9,34,15,32,33
15,15,15,15,15,15,15,15,15,15,15,15,,,10,10,10,10,7,10,10,7,9,7,28,36,30,33
15,15,14.5,11.94,10.13,14.88,13.8,10.1,6.4,13.46,,,15,14,,9,10,7,8,8,10,8,10,,34,31,29,33
15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,10,5,8,7,8,10,6,7,10,44,32,28,33
15,,14.15,,14.75,15,14.3,,,14,11.53,13,15,6,10,9,8,10,10,7,10,10,,10,39,22,27,33
15,15,15,15,14.88,14,14.5,14.75,8,15,15,2,3.25,,10,10,10,7,10,4,5,10,1,5,41,20,27,33
14.78,15,15,15,15,15,15,15,15,15,15,8,15,7.33,10,9,10,10,9,6,9,8,9,10,38,29,26,33
15,15,15,14.72,1,15,14.3,9.08,14.5,14.13,12.67,14.75,14,2,8,9,10,10,7,10,7,8,8,,40,27,26,33
15,15,15,14.5,14.75,15,15,15,15,15,15,15,15,15,8,9,9,7,9,10,9,3,6,6,41,35,25,33
15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,6,10,10,10,10,10,10,8,10,48,28,25,33
15,15,15,14.72,15,14.5,15,14.15,13.9,13.58,15,14.75,14.5,13,10,6,10,10,9,10,7,7,7,9,43,25,25,33
15,14.54,15,15,13.29,14.88,13.3,3.5,14.5,14.08,12.17,15,2,,10,10,9,4,10,3,10,5,10,7,44,20,24,33
15,14,14.7,14.67,14.75,14.33,14.1,13.7,0,,2.67,2,14,2.67,8,7,5,9,9,7,8,7,6,6,36,38,22,33
15,15,15,15,14.63,15,15,15,15,15,15,15,15,15,4,5,5,9,4,5,6,3,6,10,33,20,22,33
15,15,15,15,14.75,13.54,14.8,15,14.83,15,14.67,14.33,,1,10,4,5,7,8,2,8,4,3,6,38,33,21,33
15,15,14,15,13.88,14.88,14.5,14,15,15,15,2.67,,,9,8,9,4,10,7,10,8,6,9,34,26,21,33
15,15,15,4,14.88,14.88,14.6,14.42,14.13,13.63,14,15,3,14,3,7,8,9,10,9,10,10,10,10,34,39,18,33
15,12,15,15,14.63,14.58,14.5,10.67,11,13.75,9.71,14.5,15,14,4,1,10,2,10,4,7,9,5,8,36,32,18,33
